 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 41121700                | Tubos de ensayo
 41121800                | Artículos de vidrio o plástico y suministros generales de laboratorio
 41122000                | Jeringuillas de laboratorio o de muestreo
 41122100                | Suministros de cultivo de tejido y cribado de alta definición
 41122200                | Crisoles
 41122300                | Protectores y revestimientos de banco de laboratorio
 41122400                | Instrumentos de laboratorio
 41122500                | Corchos, tapones y accesorios de laboratorio
 41122600                | Portaobjetos de laboratorio y suministros
 41122700                | Cintas y etiquetas de laboratorio
 41122800                | Estantes, soportes y bandejas de laboratorio
 41123000                | Desecadores y desecantes de laboratorio
 41123100                | Suministros de diálisis para laboratorio
 41123200                | Especímenes preservados y suministros
 41123300                | Contenedores y armarios de almacenamiento general para laboratorio
 41123400                | Dispositivos de dosificación
 42121500                | Equipo veterinario
 42121600                | Productos veterinarios
 42121700                | Mobiliario clínico veterinario
 42121800                | Equipo y suministros para inseminación artificial veterinaria
 42131500                | Vestuario para pacientes
 42131600                | Vestuario para el personal sanitario y artículos relacionados
 42131700                | Prendas textiles quirúrgicas
 42132100                | Ropa blanca del hospital
 42132200                | Guantes y accesorios médicos
 42141500                | Bolas de algodón y copitos aplicadores
 42141600                | Palanganas y Bacinillas de cama y orinales y equipos de ingreso
 42141700                | Productos para la prevención de decúbito
 42141800                | Equipo de electroterapia
 42141900                | Suministros para la administración de enema
 42142000                | Instrumentos de grado bajo "floor grade"
 42142100                | Productos de terapia de frío y de calor
 42142200                | Productos de hidroterapia
 42142300                | Productos de documentación médica
 42142400                | Productos médicos de vacío o de succión
 42142500                | Agujas de inyección y aspiración y accesorios
 42142600                | Jeringas y accesorios
 42142700                | Suministros urológicos
 42142800                | Suministros y equipos para terapia vascular y de compresión
 42142900                | Corrección de la visión o gafas cosméticas y productos relacionados
 42143100                | Equipo y suministros de obstetricia y ginecología
 42143200                | Equipo y suministros de tratamiento de la fertilidad y la esterilidad
 42143300                | Equipo y suministros de quimioterapia
 42143400                | Equipo y suministros de control de hiperhidrosis
 42143500                | Productos y accesorios de otorrinolaringología
